"kpgzCode";"kpgzName";"global_id";
"01.02.10.39.09";"МАГИСТРАЛЬ СОЕДИНИТЕЛЬНАЯ ДЛЯ ВВЕДЕНИЯ РЕНТГЕНОКОНТРАСТНОГО ВЕЩЕСТВА";"1088768948";
"01.02.10.42.20.05";"МАГИСТРАЛИ УДЛИНИТЕЛЬНЫЕ С ПРИНАДЛЕЖНОСТЯМИ";"1088768951";
"01.02.10.42.20.06";"МАГИСТРАЛИ УДЛИНИТЕЛЬНЫЕ ДВУХПРОСВЕТНЫЕ ИЗ ПОЛИУРЕТАНА С АНТИВОЗВРАТНЫМИ КЛАПАНАМИ, ЗАГЛУШКАМИ И ЗАЖИМАМИ";"1088768952";
"01.02.10.42.36";"НАБОРЫ ДЛЯ ЭНТЕРАЛЬНОГО ПИТАНИЯ";"1088769032";
"01.02.10.42.37";"АДАПТЕРЫ ДЛЯ ФЛАКОНОВ/БУТЫЛОК";"1088769034";
"01.02.10.43.01.201.01";"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ РАБОТЫ НА АНАЛИЗАТОРЕ ""LIAISON"", ПРОИЗВОДСТВА ""DIASORIN""";"1088769098";
"01.02.10.43.01.117.01";"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ РАБОТЫ НА АНАЛИЗАТОРЕ ""IMMUNOMAT"", ПРОИЗВОДСТВА ""INSTITUT VIRIONSERION GMBH""";"1088769100";
"01.02.10.43.01.118.01";"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ РАБОТЫ НА АНАЛИЗАТОРЕ ""VIDAS"", ПРОИЗВОДСТВА ""BIOMERIEUX""";"1088769102";
"01.02.10.43.01.203.01";"РАСХОДНЫЕ МАТЕРИАЛЫ И РЕАГЕНТЫ ДЛЯ РАБОТЫ НА АНАЛИЗАТОРЕ ""QWALYS"", ПРОИЗВОДСТВА ""DIAGAST S.A.S""";"1088769103";
"01.02.10.43.01.26";"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ (ОТКРЫТОГО ТИПА)";"1088769147";
"01.02.10.43.01.26.10.01";"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ РАБОТЫ НА АНАЛИЗАТОРЕ ""PHADIA 250"", ПРОИЗВОДСТВА ""PHADIA AB""";"1088769166";
"01.02.10.43.01.182.04";"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ СИСТЕМЫ АВТОМАТИЗИРОВАННОЙ ""COBAS 6800"", ПРОИЗВОДСТВА ""ROCHE DIAGNOSTICS""";"1088769178";
"01.02.10.43.02.06";"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ВЫЯВЛЕНИЯ МИКРОСАТТЕЛИТНЫХ МАРКЕРОВ";"1088769185";
"01.02.10.43.05.21.09.01";"КОНТЕЙНЕР ВАКУУМНЫЙ ДЛЯ ОБРАЗЦОВ СЛЮНЫ ИВД, С НАТРИЯ АЗИДОМ";"1088769245";
"01.02.10.43.05.21.09.02";"КОНТЕЙНЕР ВАКУУМНЫЙ ДЛЯ СБОРА ОБРАЗЦОВ МОЧИ ИВД, С БОРНОЙ КИСЛОТОЙ (H3BO3) И НАТРИЯ ФОРМИАТОМ";"1088769246";
"01.02.10.43.05.21.09.03";"КОНТЕЙНЕР ВАКУУМНЫЙ ДЛЯ СБОРА ОБРАЗЦОВ МОЧИ ИВД, С КОМБИНАЦИЕЙ КОНСЕРВАНТОВ";"1088769247";
"01.02.10.43.05.21.09.04";"КОНТЕЙНЕР ВАКУУМНЫЙ ДЛЯ СБОРА ОБРАЗЦОВ МОЧИ ИВД, С ЭТИЛПАРАБЕНОМ, ПРОПИОНАТОМ НАТРИЯ И ХЛОРГЕКСИДИНОМ";"1088769248";
"01.02.10.43.23";"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ РН-МЕТРОВ, КОНДУКТОМЕТРОВ, СОЛЕМЕРОВ, ОВП МЕТРОВ";"1088769335";
"01.02.10.43.243.01.05";"ВИРУС ГЕПАТИТА А ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ";"1088769338";
"01.02.10.43.243.01.14";"ВИРУС ГЕПАТИТА А АНТИГЕНЫ ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ";"1088769339";
"01.02.10.43.243.01.15";"ВИРУС ГЕПАТИТА А АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ) ИВД, КАЛИБРАТОР";"1088769340";
"01.02.10.43.243.01.16";"ВИРУС ГЕПАТИТА А ОБЩИЕ АНТИТЕЛА ИВД, КАЛИБРАТОР";"1088769341";
"01.02.10.43.243.01.17";"ВИРУС ГЕПАТИТА А ОБЩИЕ АНТИТЕЛА ИВД, РЕАГЕНТ";"1088769342";
"01.02.10.43.243.02.16";"ВИРУС ГЕПАТИТА В ПОВЕРХНОСТНЫЙ АНТИГЕН ИВД, РЕАГЕНТ";"1088769344";
"01.02.10.43.243.02.21";"ВИРУС ГЕПАТИТА В ОБЩИЕ АНТИТЕЛА К ОБОЛОЧКЕ ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ";"1088769345";
"01.02.10.43.243.02.34";"ВИРУС ГЕПАТИТА B НЕЙТРАЛИЗАЦИЯ ПОВЕРХНОСТНОГО АНТИГЕНА ИВД, РЕАГЕНТ";"1088769346";
"01.02.10.43.243.02.35";"ВИРУС ГЕПАТИТА В Е-АНТИГЕН/АНТИТЕЛА ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ";"1088769347";
"01.02.10.43.243.02.36";"ВИРУС ГЕПАТИТА В ОБЩИЕ АНТИТЕЛА К ОБОЛОЧКЕ ИВД, КАЛИБРАТОР";"1088769348";
"01.02.10.43.243.03.10";"ВИРУС ГЕПАТИТА С АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)";"1088769350";
"01.02.10.43.243.03.17";"ВИРУС ГЕПАТИТА С ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ";"1088769352";
"01.02.10.43.243.03.19";"ВИРУС ГЕПАТИТА С АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)";"1088769353";
"01.02.10.43.259.03.11";"ВИРУС ПРОСТОГО ГЕРПЕСА 2 ТИП АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG)/IGM ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)";"1088769356";
"01.02.10.43.341.01.01";"ИММУНОГЛОБУЛИН G СУБКЛАСС (IGG СУБКЛАСС) ИВД, РЕАГЕНТ";"1088769376";
"01.02.10.43.341.04.02";"ИММУНОГЛОБУЛИН Е (IGЕ) ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ";"1088769378";
"01.02.10.43.423.02.01";"КОЛБА ГРУШЕВИДНАЯ (ТИП ГР)";"1088769400";
"01.02.10.43.423.02.02";"КОЛБА КОНИЧЕСКАЯ (ТИП КН)";"1088769401";
"01.02.10.43.423.02.03";"КОЛБА КРУГЛОДОННАЯ (ТИП К)";"1088769403";
"01.02.10.43.423.02.04";"КОЛБА КРУГЛОДОННАЯ ДЛЯ ПЕРЕГОНКИ (ТИП КП)";"1088769405";
"01.02.10.43.423.02.05";"КОЛБА КРУГЛОДОННАЯ С ДВУМЯ ГОРЛОВИНАМИ (ТИП КГУ-2)";"1088769406";
"01.02.10.43.423.02.06";"КОЛБА КРУГЛОДОННАЯ С ТРЕМЯ ГОРЛОВИНАМИ (ТИП КГП-3)";"1088769407";
"01.02.10.43.423.02.07";"КОЛБА КРУГЛОДОННАЯ С ТРЕМЯ ГОРЛОВИНАМИ, РАСПОЛОЖЕННЫМИ ПОД УГЛОМ (ТИП КГУ-3)";"1088769408";
"01.02.10.43.423.02.08";"КОЛБА КРУГЛОДОННАЯ С ЧЕТЫРЬМЯ ГОРЛОВИНАМИ (ТИП КГП-4)";"1088769411";
"01.02.10.43.423.02.09";"КОЛБА КЬЕЛЬДАЛЯ";"1088769413";
"01.02.10.43.423.02.10";"КОЛБА ОСТРОДОННАЯ (ТИП О)";"1088769414";
"01.02.10.43.423.02.11";"КОЛБА ОСТРОДОННАЯ ДЛЯ ПЕРЕГОНКИ (ТИП ОП)";"1088769416";
"01.02.10.43.423.02.12";"КОЛБА ОСТРОДОННАЯ С ДВУМЯ ГОРЛОВИНАМИ (ТИП ОГ-2)";"1088769417";
"01.02.10.43.423.02.13";"КОЛБА ОСТРОДОННАЯ С ТРЕМЯ ГОРЛОВИНАМИ (ТИП ОГ-3)";"1088769418";
"01.02.10.43.423.02.14";"КОЛБА ПЛОСКОДОННАЯ (ТИП П)";"1088769419";
"01.02.10.43.423.02.15";"КОЛБА С ТУБУСОМ";"1088769421";
"01.02.10.43.423.02.16";"КОЛБА ФАВОРСКОГО";"1088769422";
"01.02.10.43.423.04.01";"ПРОБИРКА ОСТРОДОННАЯ (ТИП П3)";"1088769424";
"01.02.10.43.423.04.02";"ПРОБИРКА С ВЗАИМОЗАМЕНЯЕМЫМ КОНУСОМ (ТИП П4)";"1088769427";
"01.02.10.43.423.04.03";"ПРОБИРКА С ВЗАИМОЗАМЕНЯЕМЫМ КОНУСОМ И ОТВОДОМ (ТИП П40)";"1088769452";
"01.02.10.43.423.04.04";"ПРОБИРКА ЦИЛИНДРИЧЕСКАЯ (ТИП П2)";"1088769455";
"01.02.10.43.423.04.05";"ПРОБИРКА ЦИЛИНДРИЧЕСКАЯ С РАЗВЕРНУТЫМ КРАЕМ (ТИП П1)";"1088769456";
"01.02.10.43.423.04.06";"ПРОБИРКА ЦИЛИНДРИЧЕСКАЯ ТОЛСТОСТЕННАЯ (ТИП П2Т)";"1088769459";
"01.02.10.43.423.04.07";"ПРОБИРКИ ЦИЛИНДРИЧЕСКИЕ (ТИП П2) ПРОЧИЕ";"1088769463";
"01.02.10.43.423.07.01";"ЧАШКА БИОЛОГИЧЕСКАЯ (ПЕТРИ) (ТИП ЧБН)";"1088769466";
"01.02.10.43.423.07.02";"ЧАШКА БИОЛОГИЧЕСКИЕ (КОХА) (ТИП ЧБВ)";"1088769468";
"01.02.10.43.423.07.03";"ЧАШКА ВЫПАРНАЯ КРУГЛОДОННАЯ СФЕРИЧЕСКАЯ (ТИП ЧВК)";"1088769470";
"01.02.10.43.423.07.04";"ЧАШКА ВЫПАРНАЯ ПЛОСКОДОННАЯ СФЕРИЧЕСКАЯ (ТИП ЧВП)";"1088769472";
"01.02.10.43.423.07.05";"ЧАШКА КРИСТАЛЛИЗАЦИОННАЯ";"1088769473";
"01.02.10.43.423.07.06";"ЧАШКА ПЕТРИ, ДЛЯ ТКАНЕВОЙ КУЛЬТУРЫ";"1088769474";
"01.02.10.43.423.07.07";"ЧАШКИ ПЕТРИ, ДЛЯ МИКРОБИОЛОГИЧЕСКОЙ КУЛЬТУРЫ";"1088769476";
"01.02.10.43.423.07.07.01";"ЧАШКА ПЕТРИ, ДЛЯ МИКРОБИОЛОГИЧЕСКОЙ КУЛЬТУРЫ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ";"1088769477";
"01.02.10.43.423.07.08";"ЧАШКА ПЕТРИ, МНОГОРАЗОВОГО ИСПОЛЬЗОВАНИЯ";"1088769478";
"01.02.10.43.423.08.01";"БУТЫЛЬ ДЛЯ РАСТВОРОВ СТЕРИЛЬНАЯ, МНОГОРАЗОВОГО ИСПОЛЬЗОВАНИЯ";"1088769479";
"01.02.10.43.856";"ЭЛЕКТРОХИМИЧЕСКИЕ ДАТЧИКИ";"1088769528";
"01.02.10.43.856.03";"КИСЛОРОДНЫЙ ЭЛЕКТРОД";"1088769529";
"01.02.10.43.856.01";"ЛАКТАТНЫЙ ЭЛЕКТРОД";"1088769531";
"01.02.10.43.864.03.02";"ФАКТОР IX СВЕРТЫВАНИЯ КРОВИ ИВД, РЕАГЕНТ";"1088769532";
"01.02.10.43.864.03.03";"ФАКТОР IX СВЕРТЫВАНИЯ КРОВИ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)";"1088769534";
"01.02.10.43.864.06.02";"ФАКТОР VIIА СВЕРТЫВАНИЯ КРОВИ ИВД, НАБОР, АНАЛИЗ ОБРАЗОВАНИЯ СГУСТКА";"1088769535";
"01.02.10.43.864.13.01";"ФАКТОР XIIIA СВЕРТЫВАНИЯ КРОВИ СУБЪЕДИНИЦА ПРОФЕРМЕНТА ИВД, АНТИТЕЛА";"1088769537";
"01.02.10.43.964";"SHIGELLA ОБЩИЕ АНТИТЕЛА ИВД";"1088769552";
"01.02.10.43.964.01";"SHIGELLA FLEXNERI ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ";"1088769553";
"01.02.10.43.964.02";"SHIGELLA SONNEI ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ";"1088769556";
"01.02.10.43.967";"АМОКСИЦИЛЛИН ИВД";"1088769558";
"01.02.10.43.967.01";"АМОКСИЦИЛЛИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД";"1088769559";
"01.02.10.43.986";"КСИЛОЛОВЫЙ РАСТВОР ИВД";"1088769560";
"01.02.10.46.01.01.06";"ЭЛЕКТРОКАРДИОСТИМУЛЯТОР ВНЕШНИЙ ЧРЕСПИЩЕВОДНЫЙ (ОТКРЫТЫЕ СИСТЕМЫ)";"1088769578";
"01.02.10.48.09.06.05";"ПРИНАДЛЕЖНОСТИ ДЛЯ НАСОСА К ""ERBEJET 2"" АППАРАТОВ ""ERBE""";"1088769634";
"01.02.10.48.10.10";"КЛИНКИ ИНТУБАЦИОННЫЕ ОДНОРАЗОВЫЕ ДЛЯ ВИДЕОЛАРИНГОСКОПА ""MCGRATH MAC""";"1088769642";
"01.02.10.48.14.11";"НАБОРЫ ДЫХАТЕЛЬНЫХ И АНЕСТЕЗИОЛОГИЧЕСКИХ ШЛАНГОВ ДЛЯ ОБОРУДОВАНИЯ ""DRAEGER""";"1088769648";
"01.02.10.48.16.06";"ДОПОЛНИТЕЛЬНЫЕ РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ЭЛЕКТРОФОРЕЗА ДЛЯ АНАЛИЗАТОРОВ ""SEBIA S.A""";"1088769660";
"01.02.10.48.19.13.01.01";"ПРИНАДЛЕЖНОСТИ ДЛЯ ОТОСКОПОВ ""KAWE PICCOLIGHT""";"1088769662";
"01.02.10.48.19.13.01.02";"ПРИНАДЛЕЖНОСТИ ДЛЯ ОТОСКОПОВ ""KAWE EUROLIGHT""";"1088769663";
"01.02.10.48.19.13.01.03";"ПРИНАДЛЕЖНОСТИ ДЛЯ ОТОСКОПОВ ""KAWE COMBILIGHT""";"1088769664";
"01.02.10.48.19.64";"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ ""B.BRAUN""";"1088769685";
"01.02.10.48.19.68";"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ОБОРУДОВАНИЯ ""WEINMANN""";"1088769686";
"01.02.10.48.19.68.01";"КОМПЛЕКТЫ СМЕННЫХ ФИЛЬТРОВ ДЛЯ ИВЛ СЕРИИ ""VENTILOGIC LS/VENTILOGIC PLUS""";"1088769687";
"01.02.10.50.01";"ТЕРМОМЕТРЫ МЕДИЦИНСКИЕ ОДНОРАЗОВЫЕ";"1088769699";
"01.02.10.50.01.01";"ТЕРМОМЕТР ЖИДКОКРИСТАЛЛИЧЕСКИЙ МЕДИЦИНСКИЙ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ";"1088769701";
"01.02.10.50.01.02";"ТЕРМОМЕТРЫ МЕДИЦИНСКИЕ ЖИДКОСТНЫЕ БЕЗРТУТНЫЕ";"1088769703";
"01.02.10.50.26.01.02.01";"ТРОСТЬ МНОГООПОРНАЯ";"1088769734";
"01.02.10.50.26.01.02.02";"ТРОСТЬ ОПОРНАЯ С СИДЕНИЕМ";"1088769738";
"01.02.10.50.26.01.02.03";"ТРОСТЬ ОПОРНАЯ";"1088769744";
"01.02.10.50.26.01.02.04";"ТРОСТЬ БЕЛАЯ";"1088769747";
"01.02.10.50.29.05.01.01";"ПОДУШКА ДЛЯ РАЗГРУЗКИ КОПЧИКА/ПРОМЕЖНОСТИ";"1088769803";
"01.02.10.50.29.05.01.02";"ПОДУШКА ДЛЯ СИДЕНЬЯ С НАПОЛНИТЕЛЕМ ИЗ ПЕНОМАТЕРИАЛА";"1088769804";
"01.02.10.50.29.05.01.03";"ПОДУШКА ДЛЯ СИДЕНЬЯ С ГЕЛЕВЫМ НАПОЛНИТЕЛЕМ";"1088769805";
"01.02.10.50.29.05.01.04";"ПОДУШКА ПРОТИВОПРОЛЕЖНЕВАЯ НАДУВНАЯ ДЛЯ СИДЕНИЯ";"1088769807";
"01.02.10.50.29.05.01.05";"ПОДУШКИ-ПОЗИЦИОНЕРЫ";"1088769809";
"01.02.10.50.29.05.01.06";"ПОДУШКА ИЗГОТОВЛЕННАЯ ИНДИВИДУАЛЬНО";"1088769811";
"01.02.10.50.29.05.02.01";"МАТРАС ПРОТИВОПРОЛЕЖНЕВЫЙ С ГЕЛЕВЫМ НАПОЛНИТЕЛЕМ";"1088769812";
"01.02.10.50.29.05.02.02";"МАТРАС ПРОТИВОПРОЛЕЖНЕВЫЙ С НАПОЛНИТЕЛЕМ ИЗ ПЕНОМАТЕРИАЛА";"1088769814";
"01.07.03.01.02.06";"ГУСЛИ";"1088769896";
"01.07.03.01.02.07";"ЛИРЫ КОЛЕСНЫЕ";"1088769897";
"01.07.03.02.01.06.01";"ТУБЫ";"1088769920";
"01.07.03.02.01.06.02";"ГЕЛИКОНЫ";"1088769921";
"01.07.03.02.03.03";"ФЛЕЙТЫ";"1088769924";
"01.07.03.02.04.03";"ЖАЛЕЙКИ";"1088769925";
"01.07.03.03.03.07";"БАР ЧАЙМС";"1088769944";
"01.07.03.03.03.08";"ФЛЕКСАТОНЫ";"1088769945";
"01.07.03.03.04.08";"ТРЕЩОТКИ";"1088769947";
"01.07.03.03.04.09";"ВУДБЛОКИ";"1088769948";
"01.07.03.03.05";"УСТАНОВКИ УДАРНЫЕ";"1088769954";
"01.07.03.04.03.05";"ПИАНИНО ЦИФРОВЫЕ";"1088769956";
"01.07.05.08";"НОЖИ МАКЕТНЫЕ";"1088769960";
"01.07.05.09";"МОЛЬБЕРТЫ, МОЛЬБЕРТЫ ДЕТСКИЕ";"1088769962";
"01.07.05.09.01";"МОЛЬБЕРТЫ";"1088769963";
"01.07.05.09.02";"МОЛЬБЕРТЫ ДЕТСКИЕ";"1088769965";
"01.07.06.01.03.01";"МЕДИАТОРЫ ДЛЯ МУЗЫКАЛЬНЫХ ИНСТРУМЕНТОВ";"1088769966";
"01.07.06.01.04.01";"СМЫЧКИ ДЛЯ СТРУННЫХ МУЗЫКАЛЬНЫХ ИНСТРУМЕНТОВ";"1088769967";
"01.07.06.01.06.01";"ПАЛОЧКИ БАРАБАННЫЕ";"1088769968";
"01.08.01.01.01.01";"КОМПЛЕКС ТРЕНАЖЕРНЫЙ МНОГОФУНКЦИОНАЛЬНЫЙ";"1088769971";
"01.23.26";"ТРЕНАЖЕР УЛИЧНЫЙ «ВЕРХНЯЯ ТЯГА»";"1088769972";
"01.23.27";"ТРЕНАЖЕР СИЛОВОЙ УЛИЧНЫЙ «ЖИМ К ГРУДИ»";"1088769973";
"01.23.28";"ТРЕНАЖЕР СИЛОВОЙ УЛИЧНЫЙ «РАЗВЕДЕНИЕ НОГ»";"1088769974";
"01.08.01.01.01.05";"ТРЕНАЖЕР ""ГАКК-МАШИНА""";"1088769975";
"01.08.01.01.01.06";"ТРЕНАЖЕР ""РАЗГИБАНИЕ НОГ""";"1088769976";
"01.08.01.01.01.07";"СКАМЬИ ТРЕНИРОВОЧНЫЕ УНИВЕРСАЛЬНЫЕ";"1088769977";
"01.08.01.01.08.01";"КУБИКИ НАДУВНЫЕ ДЛЯ ЗАНЯТИЯ ФИЗКУЛЬТУРОЙ";"1088769979";
"01.08.01.01.08.02";"СТЕПЫ ПОЛУСФЕРЫ";"1088769980";
"01.08.01.01.08.03";"МАТЫ СЕНСОРНЫЕ";"1088769981";
"01.08.01.01.08.04";"ОПРЕДЕЛИТЕЛИ ВЫСОТЫ ПРЫЖКА";"1088769982";
"01.08.01.01.08.05";"ОПРЕДЕЛИТЕЛИ ОСАНКИ";"1088769985";
"01.08.01.01.08.06";"СЕТКИ ГАШЕНИЯ";"1088769987";
"01.08.01.01.08.07";"ДОСКИ НАКЛОННЫЕ НАВЕСНЫЕ";"1088769988";
"01.08.01.01.08.08";"МОДУЛИ ""ТРАПЕЦИЯ""";"1088769990";
"01.08.01.01.08.09";"МЯЧИ ДЛЯ ФИТНЕСА (ФИТБОЛЫ)";"1088769991";
"01.08.01.01.08.10";"СТОЙКИ ОБВОДНЫЕ С ФЛАЖКОМ";"1088769992";
"01.08.01.01.08.11";"ТУРНИКИ-ПЕРЕКЛАДИНЫ";"1088769993";
"01.08.01.01.08.12";"КОНСОЛИ ДЛЯ ПОДВЕСНЫХ СНАРЯДОВ ПРИСТЕННЫЕ";"1088769994";
"01.08.01.01.08.13";"ДОРОЖКИ-БАЛАНСИРЫ (ЛЕСТНИЦЫ ВЕРЕВОЧНЫЕ НАПОЛЬНЫЕ)";"1088769995";
"01.08.01.01.08.14";"ПОДУШКИ БАЛАНСИРОВОЧНЫЕ";"1088769997";
"01.08.01.01.11";"СЕТКИ ДЛЯ ХРАНЕНИЯ МЯЧЕЙ";"1088769999";
"01.08.01.01.12";"КОВРИКИ ТУРИСТИЧЕСКИЕ ПЕННЫЕ";"1088770000";
"01.08.01.01.13";"ЖГУТ СПОРТИВНЫЙ";"1088770003";
"01.16.20.01.02";"СКАМЬИ ДЛЯ РАЗДЕВАЛОК";"1088770004";
"01.08.01.01.15";"УСТАНОВКИ ДЛЯ СУШКИ КОНЬКОВ И СПОРТИВНОГО ИНВЕНТАРЯ";"1088770006";
"01.08.01.02.01";"МАНЕКЕНЫ ДЛЯ ЗАНЯТИЙ ЕДИНОБОРСТВАМИ";"1088770007";
"01.08.01.02.02";"БУДО-МАТЫ";"1088770008";
"01.08.01.02.03";"КОВРЫ БОРЦОВСКИЕ ДЛЯ ВОЛЬНОЙ И ГРЕКО-РИМСКОЙ БОРЬБЫ";"1088770009";
"01.08.01.02.04";"ТАТАМИ";"1088770010";
"01.08.01.03.01";"СТАНКИ ДЛЯ ЗАТОЧКИ КОНЬКОВ";"1088770013";
"01.08.01.03.02";"КАМНИ ДЛЯ ЗАТОЧКИ КОНЬКОВ ДЛЯ ФИГУРНОГО КАТАНИЯ";"1088770014";
"01.08.01.03.03";"ЛЕЗВИЯ ДЛЯ КОНЬКОВ ДЛЯ ФИГУРНОГО КАТАНИЯ";"1088770015";
"01.08.01.03.04";"ЛОНЖИ ДЛЯ ФИГУРНОГО КАТАНИЯ";"1088770016";
"01.08.01.03.05";"ПОМОЩНИКИ ФИГУРИСТА ТРЕНИРОВОЧНЫЕ";"1088770017";
"01.08.01.03.06";"ЧЕХЛЫ ДЛЯ ФИГУРНОГО КАТАНИЯ";"1088770018";
"01.08.01.03.07";"КОНЬКИ ДЛЯ ФИГУРНОГО КАТАНИЯ";"1088770019";
"01.08.01.06.01";"ОБРУЧИ ДЛЯ БАССЕЙНА";"1088770021";
"01.08.01.06.02";"АКВАПАЛКИ";"1088770022";
"01.08.01.06.03";"КРУГИ НАДУВНЫЕ ДЛЯ ПЛАВАНИЯ";"1088770023";
"01.08.01.06.04";"НАРУКАВНИКИ ДЛЯ ПЛАВАНИЯ";"1088770024";
"01.08.01.06.05";"ПОПЛАВКИ ЦВЕТНЫЕ (ФЛАЖКИ)";"1088770026";
"01.08.01.06.06";"ПОЯСА С ПЕТЛЯМИ ДЛЯ ОБУЧЕНИЯ ПЛАВАНЬЮ";"1088770027";
"01.08.01.06.07";"ЖИЛЕТЫ ПЛАВАТЕЛЬНЫЕ";"1088770029";
"01.08.01.06.08";"ЛОПАТКИ ДЛЯ ПЛАВАНИЯ";"1088770030";
"01.08.01.06.09";"КРУГИ СПАСАТЕЛЬНЫЕ";"1088770031";
"01.08.01.06.10";"КАТУШКИ ДЛЯ ХРАНЕНИЯ РАЗДЕЛИТЕЛЬНЫХ ДОРОЖЕК";"1088770032";
"01.08.01.06.11";"КРЕПЛЕНИЯ ДЛЯ СПАСАТЕЛЬНЫХ КРУГОВ";"1088770033";
"01.08.01.09.01";"СКАМЬИ ГИМНАСТИЧЕСКИЕ";"1088770036";
"01.08.01.09.02";"БРЕВНА ГИМНАСТИЧЕСКИЕ";"1088770037";
"01.08.01.09.03";"КОВРИКИ ГИМНАСТИЧЕСКИЕ";"1088770038";
"01.08.01.09.04";"ПЕРЕКЛАДИНЫ ГИМНАСТИЧЕСКИЕ";"1088770040";
"01.08.01.09.05";"МЯЧИ ДЛЯ ХУДОЖЕСТВЕННОЙ ГИМНАСТИКИ";"1088770041";
"01.08.01.09.06";"ЛЕНТА ДЛЯ ХУДОЖЕСТВЕННОЙ ГИМНАСТИКИ";"1088770044";
"01.08.01.09.07";"КОНИ ГИМНАСТИЧЕСКИЕ";"1088770045";
"01.08.01.09.08";"КОЛЬЦА ГИМНАСТИЧЕСКИЕ";"1088770046";
"01.08.01.09.09";"КОЗЛЫ ГИМНАСТИЧЕСКИЕ";"1088770047";
"01.08.01.09.10";"БУЛАВЫ ГИМНАСТИЧЕСКИЕ";"1088770048";
"01.08.01.09.11";"БРУСЬЯ ГИМНАСТИЧЕСКИЕ";"1088770049";
"01.08.01.09.12";"КЛИПСЫ ЗАЖИМЫ ДЛЯ СПОРТИВНОГО ИНВЕНТАРЯ";"1088770050";
"01.08.01.09.13";"ПАЛКИ ГИМНАСТИЧЕСКИЕ УТЯЖЕЛЕННЫЕ (БОДИБАРЫ)";"1088770052";
"01.08.01.09.14";"ОБРУЧИ ГИМНАСТИЧЕСКИЕ";"1088770053";
"01.08.01.09.15";"ШВЕДСКИЕ СТЕНКИ";"1088770054";
"01.08.01.09.16";"МАТЫ ГИМНАСТИЧЕСКИЕ";"1088770055";
"01.08.01.09.17";"МОСТИКИ ГИМНАСТИЧЕСКИЕ";"1088770056";
"01.08.01.09.18";"СТАНКИ ХОРЕОГРАФИЧЕСКИЕ";"1088770057";
"01.08.01.10.01";"ПИСТОЛЕТЫ ПНЕВМАТИЧЕСКИЕ СПОРТИВНЫЕ И КОНСТРУКТИВНО СХОДНЫЕ С НИМИ ИЗДЕЛИЯ";"1088770060";
"01.08.01.10.02";"МИШЕНИ ДЛЯ ПУЛЕВОЙ СТРЕЛЬБЫ";"1088770062";
"01.08.01.10.03";"МИШЕНИ ДЛЯ СТЕНДОВОЙ СТРЕЛЬБЫ И СПОРТИНГА";"1088770063";
